"id","name","slug","abbrev","level","parent"
23709,Arthur,arthur,,l,232
23710,Ayr,ayr,,l,232
23711,Buffalo,buffalo,,l,232
23712,Casselton,casselton,,l,232
23713,Davenport,davenport,,l,232
23714,Fargo,fargo,,l,232
23715,Gardner,gardner,,l,232
23716,Grandin,grandin,,l,232
23717,Horace,horace,,l,232
23718,Hunter,hunter,,l,232
23719,Kindred,kindred,,l,232
23720,Leonard,leonard,,l,232
23721,Mapleton,mapleton,,l,232
23722,Page,page,,l,232
23723,West Fargo,west-fargo,,l,232
23724,Tower City,tower-city,,l,232
23725,Oxbow,oxbow,,l,232
23726,Harwood,harwood,,l,232
23727,Briarwood,briarwood,,l,232
23728,North River,north-river,,l,232
23729,Prairie Rose,prairie-rose,,l,232
23730,Frontier,frontier,,l,232
23731,Reiles Acres,reiles-acres,,l,232
23732,Alsen,alsen,,l,232
23733,Calio,calio,,l,232
23734,Calvin,calvin,,l,232
23735,Hannah,hannah,,l,232
23736,Langdon,langdon,,l,232
23737,Loma,loma,,l,232
23738,Milton,milton,,l,232
23739,Munich,munich,,l,232
23740,Nekoma,nekoma,,l,232
23741,Osnabrock,osnabrock,,l,232
23742,Sarles,sarles,,l,232
23743,Wales,wales,,l,232
23744,Ellendale,ellendale,,l,232
23745,Forbes,forbes,,l,232
23746,Fullerton,fullerton,,l,232
23747,Ludden,ludden,,l,232
23748,Monango,monango,,l,232
23749,Oakes,oakes,,l,232
23750,Ambrose,ambrose,,l,232
23751,Crosby,crosby,,l,232
23752,Fortuna,fortuna,,l,232
23753,Noonan,noonan,,l,232
23754,Dodge,dodge,,l,232
23755,Dunn Center,dunn-center,,l,232
23756,Halliday,halliday,,l,232
23757,Killdeer,killdeer,,l,232
23758,New Rockford,new-rockford,,l,232
23759,Sheyenne,sheyenne,,l,232
23760,Braddock,braddock,,l,232
23761,Hague,hague,,l,232
23762,Hazelton,hazelton,,l,232
23763,Linton,linton,,l,232
23764,Strasburg,strasburg,,l,232
23765,Carrington,carrington,,l,232
23766,Glenfield,glenfield,,l,232
23767,Mchenry,mchenry,,l,232
23768,Grace City,grace-city,,l,232
23769,Beach,beach,,l,232
23770,Golva,golva,,l,232
23771,Sentinel Butte,sentinel-butte,,l,232
23772,Emerado,emerado,,l,232
23773,Gilby,gilby,,l,232
23774,Inkster,inkster,,l,232
23775,Larimore,larimore,,l,232
23776,Manvel,manvel,,l,232
23777,Niagara,niagara,,l,232
23778,Northwood,northwood,,l,232
23779,Thompson,thompson,,l,232
23780,Carson,carson,,l,232
23781,Elgin,elgin,,l,232
23782,Leith,leith,,l,232
23783,New Leipzig,new-leipzig,,l,232
23784,Binford,binford,,l,232
23785,Cooperstown,cooperstown,,l,232
23786,Hannaford,hannaford,,l,232
23787,Mott,mott,,l,232
23788,New England,new-england,,l,232
23789,Regent,regent,,l,232
23790,Dawson,dawson,,l,232
23791,Pettibone,pettibone,,l,232
23792,Robinson,robinson,,l,232
23793,Steele,steele,,l,232
23794,Tappen,tappen,,l,232
23795,Tuttle,tuttle,,l,232
23796,Berlin,berlin,,l,232
23797,Dickey,dickey,,l,232
23798,Edgeley,edgeley,,l,232
23799,Jud,jud,,l,232
23800,Kulm,kulm,,l,232
23801,La Moure,la-moure,,l,232
23802,Marion,marion,,l,232
23803,Verona,verona,,l,232
23804,Fredonia,fredonia,,l,232
23805,Gackle,gackle,,l,232
23806,Napoleon,napoleon,,l,232
23807,Anamoose,anamoose,,l,232
23808,Balfour,balfour,,l,232
23809,Bantry,bantry,,l,232
23810,Bergen,bergen,,l,232
23811,Deering,deering,,l,232
23812,Drake,drake,,l,232
23813,Granville,granville,,l,232
23814,Karlsruhe,karlsruhe,,l,232
23815,Kief,kief,,l,232
23816,Towner,towner,,l,232
23817,Upham,upham,,l,232
23818,Velva,velva,,l,232
23819,Voltaire,voltaire,,l,232
23820,Ashley,ashley,,l,232
23821,Lehr,lehr,,l,232
23822,Venturia,venturia,,l,232
23823,Wishek,wishek,,l,232
23824,Zeeland,zeeland,,l,232
23825,Alexander,alexander,,l,232
23826,Arnegard,arnegard,,l,232
23827,Watford City,watford-city,,l,232
23828,Benedict,benedict,,l,232
23829,Butte,butte,,l,232
23830,Coleharbor,coleharbor,,l,232
23831,Garrison,garrison,,l,232
23832,Max,max,,l,232
23833,Mercer,mercer,,l,232
23834,Ruso,ruso,,l,232
23835,Turtle Lake,turtle-lake,,l,232
23836,Underwood,underwood,,l,232
23837,Washburn,washburn,,l,232
23838,Wilton,wilton,,l,232
23839,Riverdale,riverdale,,l,232
23840,Beulah,beulah,,l,232
23841,Golden Valley,golden-valley,,l,232
23842,Hazen,hazen,,l,232
23843,Pick City,pick-city,,l,232
23844,Stanton,stanton,,l,232
23845,Zap,zap,,l,232
23846,Almont,almont,,l,232
23847,Flasher,flasher,,l,232
23848,Glen Ullin,glen-ullin,,l,232
23849,Hebron,hebron,,l,232
23850,Mandan,mandan,,l,232
23851,New Salem,new-salem,,l,232
23852,New Town,new-town,,l,232
23853,Palermo,palermo,,l,232
23854,Parshall,parshall,,l,232
23855,Plaza,plaza,,l,232
23856,Ross,ross,,l,232
23857,Stanley,stanley,,l,232
23858,White Earth,white-earth,,l,232
23859,Aneta,aneta,,l,232
23860,Lakota,lakota,,l,232
23861,Mcville,mcville,,l,232
23862,Michigan City,michigan-city,,l,232
23863,Pekin,pekin,,l,232
23864,Petersburg,petersburg,,l,232
23865,Tolna,tolna,,l,232
23866,Center,center,,l,232
23867,Bathgate,bathgate,,l,232
23868,Canton City,canton-city,,l,232
23869,Cavalier,cavalier,,l,232
23870,Crystal,crystal,,l,232
23871,Drayton,drayton,,l,232
23872,Hamilton,hamilton,,l,232
23873,Mountain,mountain,,l,232
23874,Neche,neche,,l,232
23875,Pembina,pembina,,l,232
23876,St Thomas,st-thomas,,l,232
23877,Walhalla,walhalla,,l,232
23878,Balta,balta,,l,232
23879,Rugby,rugby,,l,232
23880,Wolford,wolford,,l,232
23881,Brocket,brocket,,l,232
23882,Churchs Ferry,churchs-ferry,,l,232
23883,Crary,crary,,l,232
23884,Devils Lake,devils-lake,,l,232
23885,Edmore,edmore,,l,232
23886,Hampden,hampden,,l,232
23887,Lawton,lawton,,l,232
23888,Starkweather,starkweather,,l,232
23889,Elliott,elliott,,l,232
23890,Enderlin,enderlin,,l,232
23891,Lisbon,lisbon,,l,232
23892,Sheldon,sheldon,,l,232
23893,Fort Ransom,fort-ransom,,l,232
23894,Glenburn,glenburn,,l,232
23895,Grano,grano,,l,232
23896,Loraine,loraine,,l,232
23897,Mohall,mohall,,l,232
23898,Sherwood,sherwood,,l,232
23899,Tolley,tolley,,l,232
23900,Abercrombie,abercrombie,,l,232
23901,Barney,barney,,l,232
23902,Colfax,colfax,,l,232
23903,Dwight,dwight,,l,232
23904,Fairmount,fairmount,,l,232
23905,Great Bend,great-bend,,l,232
23906,Hankinson,hankinson,,l,232
23907,Lidgerwood,lidgerwood,,l,232
23908,Mooreton,mooreton,,l,232
23909,Mantador,mantador,,l,232
23910,Wahpeton,wahpeton,,l,232
23911,Wyndmere,wyndmere,,l,232
23912,Walcott,walcott,,l,232
23913,Christine,christine,,l,232
23914,Dunseith,dunseith,,l,232
23915,Mylo,mylo,,l,232
23916,Rolette,rolette,,l,232
23917,Rolla,rolla,,l,232
23918,St John,st-john,,l,232
23919,Cayuga,cayuga,,l,232
23920,Cogswell,cogswell,,l,232
23921,Forman,forman,,l,232
23922,Gwinner,gwinner,,l,232
23923,Havana,havana,,l,232
23924,Milnor,milnor,,l,232
23925,Rutland,rutland,,l,232
23926,Goodrich,goodrich,,l,232
23927,Mcclusky,mcclusky,,l,232
23928,Martin,martin,,l,232
23929,Selfridge,selfridge,,l,232
23930,Fort Yates,fort-yates,,l,232
23931,Solen,solen,,l,232
23932,Amidon,amidon,,l,232
23933,Marmarth,marmarth,,l,232
23934,Belfield,belfield,,l,232
23935,Dickinson,dickinson,,l,232
23936,Gladstone,gladstone,,l,232
23937,Richardton,richardton,,l,232
23938,Taylor,taylor,,l,232
23939,South Heart,south-heart,,l,232
23940,Finley,finley,,l,232
23941,Hope,hope,,l,232
23942,Luverne,luverne,,l,232
23943,Sharon,sharon,,l,232
23944,Cleveland,cleveland,,l,232
23945,Courtenay,courtenay,,l,232
23946,Jamestown,jamestown,,l,232
23947,Kensal,kensal,,l,232
23948,Medina,medina,,l,232
23949,Montpelier,montpelier,,l,232
23950,Pingree,pingree,,l,232
23951,Streeter,streeter,,l,232
23952,Woodworth,woodworth,,l,232
23953,Buchanan,buchanan,,l,232
23954,Spiritwood Lake,spiritwood-lake,,l,232
23955,Bisbee,bisbee,,l,232
23956,Cando,cando,,l,232
23957,Egeland,egeland,,l,232
23958,Hansboro,hansboro,,l,232
23959,Perth,perth,,l,232
23960,Rocklake,rocklake,,l,232
23961,Buxton,buxton,,l,232
23962,Clifford,clifford,,l,232
23963,Galesburg,galesburg,,l,232
23964,Hatton,hatton,,l,232
23965,Hillsboro,hillsboro,,l,232
23966,Mayville,mayville,,l,232
23967,Portland,portland,,l,232
23968,Reynolds,reynolds,,l,232
23969,Adams,adams,,l,232
23970,Ardoch,ardoch,,l,232
23971,Conway,conway,,l,232
23972,Edinburg,edinburg,,l,232
23973,Fairdale,fairdale,,l,232
23974,Fordville,fordville,,l,232
23975,Forest River,forest-river,,l,232
23976,Grafton,grafton,,l,232
23977,Hoople,hoople,,l,232
23978,Lankin,lankin,,l,232
23979,Minto,minto,,l,232
23980,Park River,park-river,,l,232
23981,Pisek,pisek,,l,232
23982,Berthold,berthold,,l,232
23983,Carpio,carpio,,l,232
23984,Des Lacs,des-lacs,,l,232
23985,Donnybrook,donnybrook,,l,232
23986,Douglas,douglas,,l,232
23987,Kenmare,kenmare,,l,232
23988,Makoti,makoti,,l,232
23989,Minot,minot,,l,232
23990,Ryder,ryder,,l,232
23991,Sawyer,sawyer,,l,232
23992,Surrey,surrey,,l,232
23993,Burlington,burlington,,l,232
23994,Bowdon,bowdon,,l,232
23995,Cathay,cathay,,l,232
23996,Fessenden,fessenden,,l,232
23997,Hamberg,hamberg,,l,232
23998,Harvey,harvey,,l,232
23999,Hurdsfield,hurdsfield,,l,232
24000,Sykeston,sykeston,,l,232
24001,Alamo,alamo,,l,232
24002,Epping,epping,,l,232
24003,Grenora,grenora,,l,232
24004,Ray,ray,,l,232
24005,Springbrook,springbrook,,l,232
24006,Tioga,tioga,,l,232
24007,Wildrose,wildrose,,l,232
24008,Williston,williston,,l,232
24009,Beisigl,beisigl,,l,232
24010,Cedar,cedar,,l,232
24011,Chandler,chandler,,l,232
24012,Clermont,clermont,,l,232
24013,Darling Springs,darling-springs,,l,232
24014,Duck Creek,duck-creek,,l,232
24015,Gilstrap,gilstrap,,l,232
24016,Lightning Creek,lightning-creek,,l,232
24017,Maine,maine,,l,232
24018,Orange,orange,,l,232
24019,Scott,scott,,l,232
24020,South Fork,south-fork,,l,232
24021,Taylor Butte,taylor-butte,,l,232
24022,Wolf Butte,wolf-butte,,l,232
24023,Alta,alta,,l,232
24024,Anderson,anderson,,l,232
24025,Ashtabula,ashtabula,,l,232
24026,Baldwin,baldwin,,l,232
24027,Binghampton,binghampton,,l,232
24028,Brimer,brimer,,l,232
24029,Cuba,cuba,,l,232
24030,Eckelson,eckelson,,l,232
24031,Edna,edna,,l,232
24032,Ellsbury,ellsbury,,l,232
24033,Getchell,getchell,,l,232
24034,Grand Prairie,grand-prairie,,l,232
24035,Green,green,,l,232
24036,Greenland,greenland,,l,232
24037,Hemen,hemen,,l,232
24038,Hobart,hobart,,l,232
24039,Lake Town,lake-town,,l,232
24040,Mansfield,mansfield,,l,232
24041,Marsh,marsh,,l,232
24042,Meadow Lake,meadow-lake,,l,232
24043,Minnie Lake,minnie-lake,,l,232
24044,Nelson,nelson,,l,232
24045,Noltimier,noltimier,,l,232
24046,Norma,norma,,l,232
24047,Oakhill,oakhill,,l,232
24048,Pierce,pierce,,l,232
24049,Potter,potter,,l,232
24050,Raritan,raritan,,l,232
24051,Rosebud,rosebud,,l,232
24052,Sibley Trail,sibley-trail,,l,232
24053,Skandia,skandia,,l,232
24054,Spring Creek,spring-creek,,l,232
24055,Springvale,springvale,,l,232
24056,Stewart,stewart,,l,232
24057,Svea,svea,,l,232
24058,Thordenskjold,thordenskjold,,l,232
24059,Uxbridge,uxbridge,,l,232
24060,Weimer,weimer,,l,232
24061,Valley,valley,,l,232
24062,Albert,albert,,l,232
24063,Arne,arne,,l,232
24064,Aurora,aurora,,l,232
24065,Beaver,beaver,,l,232
24066,Broe,broe,,l,232
24067,Butte Valley,butte-valley,,l,232
24068,East Fork,east-fork,,l,232
24069,Eldon,eldon,,l,232
24070,Hesper,hesper,,l,232
24071,Impark,impark,,l,232
24072,Iowa,iowa,,l,232
24073,Irvine,irvine,,l,232
24074,Isabel,isabel,,l,232
24075,Lake Ibsen,lake-ibsen,,l,232
24076,Lallie,lallie,,l,232
24077,Lohnes,lohnes,,l,232
24078,Mcclellan,mcclellan,,l,232
24079,Minco,minco,,l,232
24080,Mission,mission,,l,232
24081,Normania,normania,,l,232
24082,North Viking,north-viking,,l,232
24083,Pleasant Lake,pleasant-lake,,l,232
24084,Rich Valley,rich-valley,,l,232
24085,Riggin,riggin,,l,232
24086,Rock,rock,,l,232
24087,South Viking,south-viking,,l,232
24088,Twin Lake,twin-lake,,l,232
24089,Twin Tree,twin-tree,,l,232
24090,West Antelope,west-antelope,,l,232
24091,West Bay,west-bay,,l,232
24092,Wood Lake,wood-lake,,l,232
24093,Amity,amity,,l,232
24094,Bentinck,bentinck,,l,232
24095,Blaine,blaine,,l,232
24096,Brander,brander,,l,232
24097,Cecil,cecil,,l,232
24098,Chatfield,chatfield,,l,232
24099,Cordelia,cordelia,,l,232
24100,Cut Bank,cut-bank,,l,232
24101,Dalen,dalen,,l,232
24102,Eidsvold,eidsvold,,l,232
24103,Elms,elms,,l,232
24104,Elysian,elysian,,l,232
24105,Haram,haram,,l,232
24106,Hastings,hastings,,l,232
24107,Hoffman,hoffman,,l,232
24108,Homen,homen,,l,232
24109,Kane,kane,,l,232
24110,Lewis,lewis,,l,232
24111,Lordsburg,lordsburg,,l,232
24112,Mount Rose,mount-rose,,l,232
24113,Newborg,newborg,,l,232
24114,Oak Creek,oak-creek,,l,232
24115,Oak Valley,oak-valley,,l,232
24116,Ostby,ostby,,l,232
24117,Peabody,peabody,,l,232
24118,Pickering,pickering,,l,232
24119,Renville,renville,,l,232
24120,Richburg,richburg,,l,232
24121,Roland,roland,,l,232
24122,Scandia,scandia,,l,232
24123,Scotia,scotia,,l,232
24124,Sergius,sergius,,l,232
24125,Sherman,sherman,,l,232
24126,Starbuck,starbuck,,l,232
24127,Stone Creek,stone-creek,,l,232
24128,Tacoma,tacoma,,l,232
24129,Wayne,wayne,,l,232
24130,Wellington,wellington,,l,232
24131,Wheaton,wheaton,,l,232
24132,Whitby,whitby,,l,232
24133,Whitteron,whitteron,,l,232
24134,Willow Vale,willow-vale,,l,232
24135,Adelaide,adelaide,,l,232
24136,Amor,amor,,l,232
24137,Boyesen,boyesen,,l,232
24138,Buena Vista,buena-vista,,l,232
24139,Fischbein,fischbein,,l,232
24140,Gem,gem,,l,232
24141,Goldfield,goldfield,,l,232
24142,Grainbelt,grainbelt,,l,232
24143,Grand River,grand-river,,l,232
24144,Haley,haley,,l,232
24145,Ladd,ladd,,l,232
24146,Langberg,langberg,,l,232
24147,Minnehaha,minnehaha,,l,232
24148,Nebo,nebo,,l,232
24149,Star,star,,l,232
24150,Stillwater,stillwater,,l,232
24151,Sunny Slope,sunny-slope,,l,232
24152,Talbot,talbot,,l,232
24153,Whiting,whiting,,l,232
24154,Battleview,battleview,,l,232
24155,Carter,carter,,l,232
24156,Clayton,clayton,,l,232
24157,Cleary,cleary,,l,232
24158,Colville,colville,,l,232
24159,Dale,dale,,l,232
24160,Dimond,dimond,,l,232
24161,Fay,fay,,l,232
24162,Foothills,foothills,,l,232
24163,Forthun,forthun,,l,232
24164,Garness,garness,,l,232
24165,Harmonious,harmonious,,l,232
24166,Kandiyohi,kandiyohi,,l,232
24167,Keller,keller,,l,232
24168,Lakeview,lakeview,,l,232
24169,Leaf Mountain,leaf-mountain,,l,232
24170,Lucy,lucy,,l,232
24171,Minnesota,minnesota,,l,232
24172,North Star,north-star,,l,232
24173,Richland,richland,,l,232
24174,Roseland,roseland,,l,232
24175,Short Creek,short-creek,,l,232
24176,Soo,soo,,l,232
24177,Thorson,thorson,,l,232
24178,Vale,vale,,l,232
24179,Vanville,vanville,,l,232
24180,Ward,ward,,l,232
24181,Apple Creek,apple-creek,,l,232
24182,Boyd,boyd,,l,232
24183,Canfield,canfield,,l,232
24184,Christiania,christiania,,l,232
24185,Clear Lake,clear-lake,,l,232
24186,Crofte,crofte,,l,232
24187,Cromwell,cromwell,,l,232
24188,Driscoll,driscoll,,l,232
24189,Ecklund,ecklund,,l,232
24190,Estherville,estherville,,l,232
24191,Florence Lake,florence-lake,,l,232
24192,Francis,francis,,l,232
24193,Ghylin,ghylin,,l,232
24194,Gibbs,gibbs,,l,232
24195,Glenview,glenview,,l,232
24196,Grass Lake,grass-lake,,l,232
24197,Harriet-Lien,harriet-lien,,l,232
24198,Hay Creek,hay-creek,,l,232
24199,Hazel Grove,hazel-grove,,l,232
24200,Logan,logan,,l,232
24201,Long Lake,long-lake,,l,232
24202,Mckenzie,mckenzie,,l,232
24203,Menoken,menoken,,l,232
24204,Missouri,missouri,,l,232
24205,Morton,morton,,l,232
24206,Naughton,naughton,,l,232
24207,Painted Woods,painted-woods,,l,232
24208,Rock Hill,rock-hill,,l,232
24209,Sibley Butte,sibley-butte,,l,232
24210,Steiber,steiber,,l,232
24211,Sterling,sterling,,l,232
24212,Schrunk,schrunk,,l,232
24213,Taft,taft,,l,232
24214,Telfer,telfer,,l,232
24215,Thelma,thelma,,l,232
24216,Trygg,trygg,,l,232
24217,Wild Rose,wild-rose,,l,232
24218,Wilson,wilson,,l,232
24219,Richmond,richmond,,l,232
24220,Addison,addison,,l,232
24221,Barnes,barnes,,l,232
24222,Bell,bell,,l,232
24223,Clifton,clifton,,l,232
24224,Cornell,cornell,,l,232
24225,Dows,dows,,l,232
24226,Durbin,durbin,,l,232
24227,Eldred,eldred,,l,232
24228,Empire,empire,,l,232
24229,Erie,erie,,l,232
24230,Everest,everest,,l,232
24231,Gill,gill,,l,232
24232,Gunkel,gunkel,,l,232
24233,Harmony,harmony,,l,232
24234,Highland,highland,,l,232
24235,Hill,hill,,l,232
24236,Howes,howes,,l,232
24237,Kinyon,kinyon,,l,232
24238,Lake,lake,,l,232
24239,Maple River,maple-river,,l,232
24240,Noble,noble,,l,232
24241,Normanna,normanna,,l,232
24242,Pleasant,pleasant,,l,232
24243,Pontiac,pontiac,,l,232
24244,Raymond,raymond,,l,232
24245,Reed,reed,,l,232
24246,Rich,rich,,l,232
24247,Rochester,rochester,,l,232
24248,Rush River,rush-river,,l,232
24249,Tower,tower,,l,232
24250,Walburg,walburg,,l,232
24251,Warren,warren,,l,232
24252,Watson,watson,,l,232
24253,Wheatland,wheatland,,l,232
24254,Wiser,wiser,,l,232
24255,Alma,alma,,l,232
24256,Banner,banner,,l,232
24257,Billings,billings,,l,232
24258,Bruce,bruce,,l,232
24259,Byron,byron,,l,232
24260,Cypress,cypress,,l,232
24261,Dresden,dresden,,l,232
24262,Easby,easby,,l,232
24263,East Alma,east-alma,,l,232
24264,Fremont,fremont,,l,232
24265,Glenila,glenila,,l,232
24266,Gordon,gordon,,l,232
24267,Grey,grey,,l,232
24268,Hay,hay,,l,232
24269,Henderson,henderson,,l,232
24270,Huron,huron,,l,232
24271,Linden,linden,,l,232
24272,Loam,loam,,l,232
24273,Manilla,manilla,,l,232
24274,Montrose,montrose,,l,232
24275,Moscow,moscow,,l,232
24276,Mount Carmel,mount-carmel,,l,232
24277,North Loma,north-loma,,l,232
24278,North Olga,north-olga,,l,232
24279,Osford,osford,,l,232
24280,Perry,perry,,l,232
24281,Seivert,seivert,,l,232
24282,South Dresden,south-dresden,,l,232
24283,South Olga,south-olga,,l,232
24284,Storlie,storlie,,l,232
24285,Trier,trier,,l,232
24286,Waterloo,waterloo,,l,232
24287,West Hope,west-hope,,l,232
24288,Ada,ada,,l,232
24289,Albertha,albertha,,l,232
24290,Albion,albion,,l,232
24291,Bear Creek,bear-creek,,l,232
24292,Clement,clement,,l,232
24293,Divide,divide,,l,232
24294,Elden,elden,,l,232
24295,Elm,elm,,l,232
24296,German,german,,l,232
24297,Grand Valley,grand-valley,,l,232
24298,Hamburg,hamburg,,l,232
24299,Hudson,hudson,,l,232
24300,James River Valley,james-river-valley,,l,232
24301,Kent,kent,,l,232
24302,Kentner,kentner,,l,232
24303,Keystone,keystone,,l,232
24304,Lorraine,lorraine,,l,232
24305,Lovell,lovell,,l,232
24306,Maple,maple,,l,232
24307,Northwest,northwest,,l,232
24308,Port Emma,port-emma,,l,232
24309,Porter,porter,,l,232
24310,Potsdam,potsdam,,l,232
24311,Spring Valley,spring-valley,,l,232
24312,Van Meter,van-meter,,l,232
24313,Whitestone,whitestone,,l,232
24314,Wright,wright,,l,232
24315,Yorktown,yorktown,,l,232
24316,Young,young,,l,232
24317,Alexandria,alexandria,,l,232
24318,Blooming Prairie,blooming-prairie,,l,232
24319,Blooming Valley,blooming-valley,,l,232
24320,Border,border,,l,232
24321,Burg,burg,,l,232
24322,Clinton,clinton,,l,232
24323,Coalfield,coalfield,,l,232
24324,Daneville,daneville,,l,232
24325,De Witt,de-witt,,l,232
24326,Elkhorn,elkhorn,,l,232
24327,Fertile Valley,fertile-valley,,l,232
24328,Fillmore,fillmore,,l,232
24329,Frazier,frazier,,l,232
24330,Frederick,frederick,,l,232
24331,Garnet,garnet,,l,232
24332,Gooseneck,gooseneck,,l,232
24333,Hawkeye,hawkeye,,l,232
24334,Hayland,hayland,,l,232
24335,Lincoln Valley,lincoln-valley,,l,232
24336,Long Creek,long-creek,,l,232
24337,Mentor,mentor,,l,232
24338,Palmer,palmer,,l,232
24339,Plumer,plumer,,l,232
24340,Sioux Trail,sioux-trail,,l,232
24341,Smoky Butte,smoky-butte,,l,232
24342,Stoneview,stoneview,,l,232
24343,Troy,troy,,l,232
24344,Twin Butte,twin-butte,,l,232
24345,Upland,upland,,l,232
24346,Westby,westby,,l,232
24347,Writing Rock,writing-rock,,l,232
24348,Bush,bush,,l,232
24349,Cherry Lake,cherry-lake,,l,232
24350,Columbia,columbia,,l,232
24351,Colvin,colvin,,l,232
24352,Eddy,eddy,,l,232
24353,Freeborn,freeborn,,l,232
24354,Gates,gates,,l,232
24355,Grandfield,grandfield,,l,232
24356,Hillsdale,hillsdale,,l,232
24357,Lake Washington,lake-washington,,l,232
24358,Munster,munster,,l,232
24359,Paradise,paradise,,l,232
24360,Pleasant Prairie,pleasant-prairie,,l,232
24361,Rosefield,rosefield,,l,232
24362,Superior,superior,,l,232
24363,Tiffany,tiffany,,l,232
24364,Campbell,campbell,,l,232
24365,Birtsell,birtsell,,l,232
24366,Bordulac,bordulac,,l,232
24367,Bucephalia,bucephalia,,l,232
24368,Eastman,eastman,,l,232
24369,Estabrook,estabrook,,l,232
24370,Florance,florance,,l,232
24371,Haven,haven,,l,232
24372,Larrabee,larrabee,,l,232
24373,Longview,longview,,l,232
24374,Mckinnon,mckinnon,,l,232
24375,Melville,melville,,l,232
24376,Nordmore,nordmore,,l,232
24377,Rolling Prairie,rolling-prairie,,l,232
24378,Rose Hill,rose-hill,,l,232
24379,Wyard,wyard,,l,232
24380,Bullion,bullion,,l,232
24381,Delhi,delhi,,l,232
24382,Elk Creek,elk-creek,,l,232
24383,Garner,garner,,l,232
24384,Henry,henry,,l,232
24385,Lone Tree,lone-tree,,l,232
24386,Pearl,pearl,,l,232
24387,Saddle Butte,saddle-butte,,l,232
24388,Sentinel,sentinel,,l,232
24389,Agnes,agnes,,l,232
24390,Allendale,allendale,,l,232
24391,Americus,americus,,l,232
24392,Arvilla,arvilla,,l,232
24393,Avon,avon,,l,232
24394,Bentru,bentru,,l,232
24395,Blooming,blooming,,l,232
24396,Brenna,brenna,,l,232
24397,Chester,chester,,l,232
24398,Elkmount,elkmount,,l,232
24399,Elm Grove,elm-grove,,l,232
24400,Fairfield,fairfield,,l,232
24401,Falconer,falconer,,l,232
24402,Ferry,ferry,,l,232
24403,Grace,grace,,l,232
24404,Hegton,hegton,,l,232
24405,Johnstown,johnstown,,l,232
24406,Lakeville,lakeville,,l,232
24407,Levant,levant,,l,232
24408,Lind,lind,,l,232
24409,Logan Center,logan-center,,l,232
24410,Loretta,loretta,,l,232
24411,Mekinock,mekinock,,l,232
24412,Michigan,michigan,,l,232
24413,Moraine,moraine,,l,232
24414,Oakville,oakville,,l,232
24415,Pleasant View,pleasant-view,,l,232
24416,Plymouth,plymouth,,l,232
24417,Rye,rye,,l,232
24418,Strabane,strabane,,l,232
24419,Turtle River,turtle-river,,l,232
24420,Union,union,,l,232
24421,Walle,walle,,l,232
24422,Washington,washington,,l,232
24423,Wheatfield,wheatfield,,l,232
24424,Freda,freda,,l,232
24425,Howe,howe,,l,232
24426,Lark,lark,,l,232
24427,Leipzig,leipzig,,l,232
24428,Minnie,minnie,,l,232
24429,Pretty Rock,pretty-rock,,l,232
24430,Raleigh,raleigh,,l,232
24431,Winona,winona,,l,232
24432,Addie,addie,,l,232
24433,Ball Hill,ball-hill,,l,232
24434,Bartley,bartley,,l,232
24435,Broadview,broadview,,l,232
24436,Bryan,bryan,,l,232
24437,Clearfield,clearfield,,l,232
24438,Dover,dover,,l,232
24439,Greenfield,greenfield,,l,232
24440,Helena,helena,,l,232
24441,Kingsley,kingsley,,l,232
24442,Lenora,lenora,,l,232
24443,Mabel,mabel,,l,232
24444,Pilot Mound,pilot-mound,,l,232
24445,Romness,romness,,l,232
24446,Rosendal,rosendal,,l,232
24447,Sverdrup,sverdrup,,l,232
24448,Tyrol,tyrol,,l,232
24449,Willow,willow,,l,232
24450,Acme,acme,,l,232
24451,Ashby,ashby,,l,232
24452,Baer,baer,,l,232
24453,Beery,beery,,l,232
24454,Black Butte,black-butte,,l,232
24455,Brittian,brittian,,l,232
24456,Cannon Ball,cannon-ball,,l,232
24457,Castle Rock,castle-rock,,l,232
24458,Chilton,chilton,,l,232
24459,Clark,clark,,l,232
24460,Farina,farina,,l,232
24461,Havelock,havelock,,l,232
24462,Kennedy,kennedy,,l,232
24463,Kern,kern,,l,232
24464,Kunze,kunze,,l,232
24465,Madison,madison,,l,232
24466,Merrill,merrill,,l,232
24467,Odessa,odessa,,l,232
24468,Rifle,rifle,,l,232
24469,St Croix,st-croix,,l,232
24470,Solon,solon,,l,232
24471,Steiner,steiner,,l,232
24472,Strehlow,strehlow,,l,232
24473,Tepee Butte,tepee-butte,,l,232
24474,Wagendorf,wagendorf,,l,232
24475,Walker,walker,,l,232
24476,Allen,allen,,l,232
24477,Atwood,atwood,,l,232
24478,Baker,baker,,l,232
24479,Buckeye,buckeye,,l,232
24480,Bunker,bunker,,l,232
24481,Chestina,chestina,,l,232
24482,Crown Hill,crown-hill,,l,232
24483,Crystal Springs,crystal-springs,,l,232
24484,Excelsior,excelsior,,l,232
24485,Frettim,frettim,,l,232
24486,Graf,graf,,l,232
24487,Lake Williams,lake-williams,,l,232
24488,Manning,manning,,l,232
24489,Peace,peace,,l,232
24490,Petersville,petersville,,l,232
24491,Pleasant Hill,pleasant-hill,,l,232
24492,Rexine,rexine,,l,232
24493,Tanner,tanner,,l,232
24494,Vernon,vernon,,l,232
24495,Wallace,wallace,,l,232
24496,Weiser,weiser,,l,232
24497,Westford,westford,,l,232
24498,Williams,williams,,l,232
24499,Woodlawn,woodlawn,,l,232
